num,patch,mag,magerr,elongation_norm,fwhm_norm,significance_abs,residual,psffit_sigma_ratio,psffit_peak_ratio,frac_det,density,density_good,bapsf,psf,score
893,4_7,25.388262,0.258664,1.064091,0.727606,5.035820,0.944979,0.979886,1.507888,0.711111,0,0,0.917153,3.922428,0
894,4_7,26.678862,1.051880,0.753008,0.590699,3.336389,0.974498,1.106600,1.889231,0.622222,0,0,0.920445,3.952489,0
895,4_7,26.407039,0.663265,0.634104,0.635899,4.954957,1.067972,1.084820,1.427503,0.666667,1,1,0.924014,3.926216,0
896,4_7,25.353748,0.244724,0.701988,1.309680,3.029825,1.125183,0.985752,0.545385,0.733333,1,0,0.900919,3.965909,0
897,4_7,25.440916,0.277839,0.845737,1.123298,4.215117,0.968594,0.998153,1.962302,0.800000,0,0,0.902227,3.965934,0
898,4_7,25.846510,0.474645,0.848735,1.467104,2.258801,1.246320,1.712508,5.912949,0.400000,1,1,0.908131,3.969576,0
899,4_7,25.399109,0.284040,1.034076,0.656952,4.592435,0.974965,1.112101,1.571846,0.644444,0,0,0.928646,3.910233,0
900,4_7,25.470892,0.281907,0.620624,1.148945,5.149311,1.057606,1.010283,0.304806,0.800000,0,0,0.929826,3.912289,0
901,4_7,25.947847,0.441167,0.749952,0.887341,4.169825,0.868747,1.004879,1.791959,0.800000,0,0,0.918250,3.893894,0
902,4_7,25.019095,0.191004,0.627344,0.738308,7.854049,1.023893,1.029158,1.360889,0.777778,0,0,0.933545,3.928839,0
903,4_7,25.549441,0.294398,0.700869,0.906383,5.297461,1.168297,1.049647,0.562933,0.612245,0,0,0.924211,4.007957,0
904,4_7,25.802011,0.387084,0.571835,1.255058,4.671282,0.872846,1.073876,1.496094,0.733333,0,0,0.918667,3.893283,0
905,4_7,26.967758,1.211987,0.690994,0.727283,5.021950,1.027338,1.093093,1.474903,0.688889,0,0,0.919661,3.896692,0
906,4_7,21.827156,0.010996,1.019028,1.054978,118.052619,1.126995,1.305447,0.940978,1.000000,0,0,0.889381,3.983002,1
907,4_7,24.897014,0.173750,0.583608,1.078947,8.217031,0.973475,0.853142,1.035666,0.822222,0,0,0.897177,3.968514,1
908,4_7,25.087555,0.244181,0.744883,0.826347,4.325536,0.927072,1.130974,1.112049,0.688889,0,0,0.867264,3.965104,0
909,4_7,26.049188,0.618813,0.502063,0.534516,3.327165,0.909194,1.097186,1.501600,0.577778,0,0,0.866943,3.991638,0
910,4_7,25.119048,0.201121,0.408530,1.406651,6.960269,1.007543,1.120606,0.678412,0.822222,0,0,0.896894,3.973974,1
911,4_7,25.535462,0.327212,0.582968,1.557179,4.102215,0.893439,0.967800,0.738405,0.733333,0,0,0.892010,3.980338,0
912,4_7,25.626866,0.366205,0.855261,0.868509,7.147198,1.277619,1.004916,1.029837,0.755556,1,1,0.874754,3.988238,1
913,4_7,25.677558,0.384939,0.466268,0.901701,5.072980,1.002603,0.899252,1.300501,0.822222,1,1,0.872849,3.989107,1
914,4_7,24.893512,0.183838,0.916498,0.955358,10.307671,0.920541,0.991680,0.488055,0.888889,2,2,0.874510,3.987189,1
915,4_7,25.570706,0.334343,0.668094,0.690073,6.146273,1.109658,0.916193,1.210450,0.755556,0,0,0.884912,3.983812,1
916,4_7,26.326627,0.707618,0.844879,0.836425,5.109035,0.882942,0.980994,0.796869,0.711111,0,0,0.882746,3.984301,0
917,4_7,25.687406,0.441065,0.612833,0.549740,3.777634,1.185989,1.449301,2.577109,0.577778,1,1,0.872458,3.986371,0
918,4_7,27.112552,1.401536,0.940554,0.761796,3.360254,1.059624,1.211066,1.096920,0.622222,0,0,0.851314,3.914870,0
919,4_7,25.667079,0.463136,0.640103,0.999046,4.033798,1.000345,1.242505,1.899725,0.711111,0,0,0.898710,3.972414,0
920,4_7,24.810309,0.163590,0.945061,0.868790,10.818681,0.953114,0.942504,0.947127,0.755556,0,0,0.898990,3.971502,1
921,4_7,24.896971,0.188259,0.505767,1.224121,6.040966,1.038796,1.015200,0.841284,0.800000,0,0,0.863914,3.943689,1
922,4_7,25.222833,0.237634,0.515699,1.608340,4.573156,1.065800,0.994413,1.010498,0.688889,0,0,0.899473,3.968875,0
923,4_7,24.807467,0.156003,0.891691,1.915456,2.878850,0.977082,0.951684,-0.080151,0.844444,1,0,0.899750,3.969789,0
924,4_7,23.969081,0.069711,0.964121,1.143358,18.622134,0.915334,0.958356,0.855981,0.933333,2,2,0.900082,3.970803,1
925,4_7,25.644917,0.322491,0.733489,1.078440,3.342727,0.996873,1.014340,0.156840,0.800000,1,0,0.900120,3.970024,0
926,4_7,25.251061,0.241310,0.638762,1.158563,4.200442,0.987697,1.116974,0.292326,0.777778,2,1,0.900330,3.970289,0
927,4_7,24.484472,0.121491,0.708389,1.570985,5.269888,1.087344,1.039039,0.182031,0.822222,3,2,0.900430,3.970278,1
928,4_7,25.013869,0.181352,0.983890,1.525977,4.436860,1.070157,1.035874,0.196431,0.866667,2,2,0.900438,3.970799,1
929,4_7,25.426357,0.269554,0.848965,0.712725,6.709657,0.980193,1.010495,1.039201,0.711111,0,0,0.900767,3.971237,1
930,4_7,25.836932,0.423257,0.966769,1.013006,3.252628,0.985606,0.942191,0.714204,0.711111,3,3,0.901137,3.970045,0
931,4_7,25.827376,0.408032,0.605612,0.965928,3.505848,0.988486,0.926872,1.350002,0.711111,4,2,0.901326,3.970324,0
932,4_7,26.661591,0.898772,0.501413,0.931986,5.486853,1.037800,1.036332,0.944093,0.755556,0,0,0.900912,3.968004,1
933,4_7,25.059841,0.207240,0.654275,0.876978,3.879317,0.962543,1.010554,0.984469,0.755556,3,1,0.901330,3.970424,0
934,4_7,25.295633,0.254443,0.985646,1.507443,5.594178,1.029564,1.237660,0.529332,0.777778,1,1,0.901543,3.969613,1
935,4_7,26.133466,0.504505,0.643514,0.796808,4.648580,0.881707,0.951290,0.932730,0.622222,3,2,0.901739,3.969758,0
936,4_7,25.503127,0.301814,1.031208,0.860168,5.607075,0.920322,0.956467,1.110755,0.711111,0,0,0.900171,3.963378,1
937,4_7,24.127699,0.084349,0.876693,1.027757,17.094369,0.851818,0.861633,1.061572,0.933333,0,0,0.901097,3.963421,1
938,4_7,25.024873,0.212129,0.790792,1.156474,6.124818,1.092810,0.996860,0.675770,0.800000,0,0,0.888905,3.959364,1
939,4_7,26.231037,0.585867,0.989619,0.749410,5.353556,1.102840,0.897658,1.144460,0.711111,0,0,0.906734,3.965300,1
940,4_7,24.357462,0.108213,0.912260,1.013974,15.294722,0.855635,0.986149,1.181280,0.955556,0,0,0.904645,3.963401,1
941,4_7,25.960128,0.466509,1.050963,0.822902,6.890539,0.827758,1.053363,1.189989,0.777778,1,0,0.886883,3.956279,1
942,4_7,25.337125,0.273306,0.470834,1.303378,4.966453,0.947678,0.995334,0.755748,0.733333,0,0,0.903961,3.962754,1
943,4_7,25.297789,0.267576,0.513708,1.078805,5.608855,0.944654,1.145803,0.788439,0.733333,0,0,0.890736,3.955726,1
944,4_7,25.346052,0.267372,0.577633,0.684318,5.428422,0.941442,1.128223,1.538774,0.555556,2,2,0.893610,3.955960,1
945,4_7,26.339108,0.636221,0.755827,0.919918,5.003407,0.989309,0.888529,1.210612,0.822222,1,1,0.907424,3.962385,1
946,4_7,23.393247,0.043858,1.029959,0.999388,32.361998,0.969048,0.963305,0.973042,1.000000,2,2,0.894834,3.954850,1
947,4_7,26.148332,0.569951,0.592984,1.017161,5.775428,0.954202,1.009337,1.209867,0.711111,0,0,0.902040,3.957306,1
948,4_7,22.638775,0.022766,0.980424,0.966281,65.779216,0.996045,0.922987,1.008890,1.000000,0,0,0.907996,3.960878,1
949,4_7,25.577477,0.316232,0.660306,1.167610,4.998514,1.009461,0.849881,1.268975,0.800000,2,2,0.905921,3.959500,1
950,4_7,25.644858,0.359127,0.842242,1.036870,4.857524,0.919571,0.939863,0.736535,0.844444,2,2,0.895202,3.952678,1
951,4_7,24.400311,0.113867,0.830475,1.004617,13.632417,0.947602,0.977363,0.965774,0.933333,2,2,0.906710,3.958401,1
952,4_7,24.203160,0.090629,1.007751,1.464899,11.574930,1.111591,1.111859,0.717200,0.911111,1,0,0.904166,3.956341,1
953,4_7,25.139836,0.220060,0.800820,1.380041,4.574254,1.057669,1.063796,1.052868,0.711111,2,1,0.891263,3.947995,1
954,4_7,23.781713,0.064604,1.048687,0.891213,25.583187,0.934852,0.890893,1.050347,0.977778,2,1,0.891993,3.947776,1
955,4_7,25.271098,0.244859,1.002861,1.129710,7.937655,1.044364,1.005309,0.881783,0.866667,0,0,0.908280,3.963110,1
956,4_7,25.993249,0.461693,0.557635,0.853081,5.061835,0.963926,0.984020,0.910152,0.777778,0,0,0.910217,3.962013,1
957,4_7,24.586351,0.134929,0.852960,1.792435,3.685155,1.049347,1.028678,0.711845,0.866667,0,0,0.903705,3.951698,1
958,4_7,26.186505,0.554677,0.691636,0.940786,4.248954,0.875877,0.809787,0.644220,0.844444,0,0,0.911836,3.957673,0
959,4_7,25.186745,0.225403,0.417426,1.045717,6.877336,1.106494,1.033915,0.905028,0.755556,1,1,0.907216,3.951498,1
960,4_7,25.315995,0.259033,0.770768,0.695616,6.543625,0.924988,1.059050,1.425476,0.755556,0,0,0.908884,3.952873,1
961,4_7,25.314915,0.254702,0.617081,0.822856,8.248987,0.982627,1.017925,1.251149,0.866667,1,1,0.907153,3.950985,1
962,4_7,25.346557,0.268951,0.561999,1.332944,4.286914,0.885196,0.989821,1.484590,0.866667,0,0,0.912030,3.955444,0
963,4_7,24.530161,0.125986,0.807251,0.932669,12.642212,1.102638,1.086073,1.015872,0.800000,0,0,0.910815,3.961206,1
964,4_7,24.496252,0.118716,0.594081,1.645489,6.727133,0.933275,1.057047,0.998550,0.933333,3,1,0.880357,3.923031,1
965,4_7,25.100021,0.204024,0.833148,1.069605,8.081472,0.933698,0.924313,0.927192,0.955556,1,1,0.913684,3.955253,1
966,4_7,25.904774,0.422269,0.738541,0.840098,5.370386,0.911414,1.099490,1.033050,0.622222,0,0,0.883204,3.944748,1
967,4_7,29.808122,17.937821,1.108801,0.557831,3.910485,1.170787,1.137834,1.870952,0.533333,0,0,0.883403,3.946824,0
968,4_7,24.658600,0.128731,0.726175,0.948971,9.310507,1.008576,1.104031,1.123577,0.822222,1,1,0.912434,3.959796,1
969,4_7,26.208229,0.573773,0.498202,0.626709,4.437088,0.945690,0.954442,0.947957,0.733333,1,1,0.912356,3.959880,1
970,4_7,25.431054,0.267054,0.669496,0.836481,5.383412,0.921885,1.120779,1.336879,0.688889,4,2,0.881703,3.924999,0
971,4_7,26.494683,0.726311,0.655102,1.048893,5.037896,0.993382,0.957191,0.432199,0.755556,0,0,0.914062,3.951887,0
972,4_7,26.235738,0.617649,0.783297,1.006884,5.287630,0.960561,1.082533,1.392457,0.755556,3,2,0.902587,3.939328,1
973,4_7,25.723673,0.380140,0.569044,1.086452,3.534679,0.978897,0.940619,1.645498,0.777778,1,1,0.915008,3.953647,0
974,4_7,25.461105,0.278310,0.631226,1.223753,3.432669,0.935060,0.966095,0.626687,0.822222,5,4,0.882978,3.928178,0
975,4_7,21.332694,0.006468,1.012550,1.005742,170.128062,1.559531,1.206181,0.991566,1.000000,0,0,0.884297,3.939004,1
976,4_7,24.928046,0.183151,0.770147,1.279643,6.229115,0.977495,0.957923,0.648655,0.866667,0,0,0.914072,3.958154,1
977,4_7,25.106948,0.386512,0.616110,0.670278,3.306373,1.371844,2.183696,2.387731,0.644444,3,2,0.902898,3.937034,0
978,4_7,25.499864,0.298821,0.779375,0.974042,3.097828,1.025453,1.188662,1.102779,0.755556,6,3,0.884041,3.930769,0
979,4_7,24.884052,0.167403,0.653002,1.086277,3.878656,1.064936,0.915954,0.846674,0.688889,6,3,0.884186,3.931223,0
980,4_7,23.998404,0.071882,0.966206,1.146866,16.616704,1.009260,0.935205,1.059435,1.000000,4,3,0.884244,3.930324,1
981,4_7,24.817448,0.155812,0.763408,1.627768,5.312178,1.029385,1.002339,0.069259,0.888889,0,0,0.915428,3.956073,1
982,4_7,23.582136,0.050747,1.050621,0.966298,32.206749,0.986407,0.899457,1.071965,0.955556,1,1,0.914252,3.947248,1
983,4_7,24.319406,0.103561,0.895445,0.886638,16.839816,1.052295,1.103601,0.780696,0.844444,0,0,0.906340,3.938358,1
984,4_7,26.119079,0.535811,0.548317,0.810252,4.732854,0.978775,0.875369,1.219755,0.711111,0,0,0.915736,3.950378,0
985,4_7,25.222840,0.222123,0.547386,1.454894,5.076564,0.939717,0.895314,0.240736,0.866667,0,0,0.885382,3.943423,0
986,4_7,26.207326,0.604277,0.585255,0.765824,5.563633,1.025155,0.988302,1.565733,0.666667,1,1,0.914799,3.945650,1
987,4_7,25.803654,0.469830,0.548800,0.855633,3.657520,1.014068,1.054477,1.006353,0.711111,0,0,0.916318,3.955434,0
988,4_7,25.547966,0.318690,0.550959,0.969147,5.693111,1.032540,0.980395,0.424975,0.733333,0,0,0.913165,3.959089,1
989,4_7,24.434731,0.141944,0.668705,0.672562,15.629482,1.431211,1.918622,1.599811,0.711111,1,1,0.910039,3.936932,1
990,4_7,24.644576,0.133260,0.980811,0.987908,14.263019,0.955615,0.906506,0.908625,0.933333,1,1,0.910994,3.935921,1
991,4_7,25.075370,0.213151,0.887657,1.588446,5.150168,1.067254,1.020016,0.235107,0.800000,1,1,0.917090,3.944657,1
992,4_7,25.551194,0.310829,0.806333,1.007735,4.691561,0.908224,1.037792,0.936041,0.822222,2,1,0.918490,3.946747,1
993,4_7,25.763650,0.363378,0.803795,0.951622,6.215164,1.039049,0.929810,0.993610,0.711111,3,2,0.918637,3.945951,1
994,4_7,24.971248,0.186817,0.561843,1.081364,7.406010,0.957523,0.926016,0.664279,0.644444,2,1,0.918673,3.945508,1
995,4_7,25.055339,0.189650,0.649097,1.350237,5.651828,0.990641,1.040383,1.390593,0.800000,1,1,0.918437,3.943488,1
996,4_7,25.245705,0.243876,0.863118,0.971599,7.907498,0.898682,0.933332,0.620620,0.777778,0,0,0.917529,3.941013,1
997,4_7,24.943930,0.168553,0.585601,1.236303,6.316439,1.101750,1.122331,1.079397,0.755556,0,0,0.916169,3.956361,1
998,4_7,25.052035,0.190916,0.584453,0.765028,4.032810,1.012661,1.063164,1.944281,0.688889,2,0,0.890128,3.944165,0
999,4_7,24.718399,0.144548,0.944868,0.814459,10.675577,0.935686,1.194036,1.358033,0.777778,0,0,0.889277,3.955002,1
